	business_id	name	neighborhood	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	categories
118393	fWERsBYVAK7V1jkAP_haPg	"""A Taste of Excellence"""		"""16888 Pearl Rd, Ste 2"""	Strongsville	OH	44136	41.2950902	-81.8358404	4.0	16	1	Event Planning & Services;Caterers
118404	AmSYcOD1Wg_2nneqqrH-dg	"""Costco - Boston Heights"""		"""6720 Bass Pro Dr"""	Boston Heights	OH	44236	41.2650884599	-81.5068718317	4.5	11	1	Fashion;Wholesale Stores;Gas Stations;Shopping;Department Stores;Automotive
118433	ki-947veLsGd3MUdVcLuLQ	"""Lady Janes Haircuts For Men"""		"""21012 Center Ridge Rd"""	Rocky River	OH	44116	41.4618084842	-81.8536859751	3.5	7	1	Men's Hair Salons;Hair Salons;Beauty & Spas
118439	EDjz3N5KpsygQxnWi9iP3w	"""Winking Lizard Tavern"""		"""14018 Detroit Ave"""	Lakewood	OH	44107	41.4858812	-81.7903257	3.5	108	1	Restaurants;American (Traditional);Nightlife;Sports Bars;Bars
118464	FenZddarZtsEUACrJlUpOQ	"""Speedway"""	Jefferson	"""4280 W 150th St"""	Cleveland	OH	44135	41.437621	-81.8016545	2.5	6	1	Gas Stations;Automotive;Food;Convenience Stores
118478	BQeIEeMj5_K5Az1DbSHSsw	"""Cinemark"""		"""8161 Macedonia Cmns Blvd"""	Macedonia	OH	44056	41.3097168	-81.5158397	4.0	11	1	Cinema;Arts & Entertainment
118490	qziQaK7Liw7lQTfWpyCLvQ	"""Country Lakes Party Center"""		"""8626 Broadview Rd"""	Broadview Heights	OH	44147	41.3305389	-81.6898271	2.0	4	1	Caterers;Party & Event Planning;Venues & Event Spaces;Event Planning & Services
118521	iI0amXxOLgCnWjgmL48xhA	"""Joey's Wood-Fired Pizza"""		""""""	Willoughby Hills	OH	44094	41.5983823	-81.4184471	5.0	3	1	Food;Event Planning & Services;Caterers;Food Trucks
118572	loXkZgAd70KMjP8ISCnZPQ	"""China Express"""		"""5720 Ridge Rd"""	Cleveland	OH	44129	41.4067668	-81.7348901	4.5	15	1	Restaurants;Chinese
118578	lCd_hSHnSq9OnDFnNlHoSA	"""McCarthy's Downtown"""	West Bank	"""1231 Main Ave"""	Cleveland	OH	44113	41.4956297	-81.7062993	3.5	23	1	Music Venues;Pubs;Bars;Arts & Entertainment;Nightlife
118579	BB36jth5tRFhFf873TGlhg	"""Jay Honda"""		"""18200 Rockside Rd"""	Bedford	OH	44146	41.4055538	-81.5490026	2.0	5	1	Car Dealers;Automotive
118611	mxsNomAAqQyKSgMSRbpLQQ	"""Heinen's Grocery Store"""		"""20 Plaza Dr"""	Chagrin Falls	OH	44022	41.4312197709	-81.3896812499	5.0	4	1	Restaurants;Food;Grocery
118640	wCRc6E9XcyPnN1WwJhaGtA	"""Joey's Restaurant"""		"""28500 Miles Rd"""	Solon	OH	44139	41.4240188599	-81.4772949219	3.0	10	0	Italian;Restaurants;Pizza
118645	mcYEWTaBpnXSDZxl78ERZA	"""Macy's"""		"""7850 Mentor Ave"""	Mentor	OH	44060	41.659588	-81.361215	3.0	5	1	Shopping;Department Stores;Women's Clothing;Shoe Stores;Men's Clothing;Fashion
118647	Wt8jzsGdmctlcY_S1kpyJQ	"""Future No Future Vintage Clothing"""		"""16008 Detroit Ave"""	Lakewood	OH	44107	41.485407	-81.809602	5.0	10	1	Shopping;Used;Vintage & Consignment;Fashion
118650	bSQnuiuU4iB5uemWJAaLCA	"""barre3 - Legacy Village"""		"""24731 Cedar Rd"""	Lyndhurst	OH	44124	41.5013842	-81.5030744	4.5	3	1	Barre Classes;Pilates;Active Life;Yoga;Fitness & Instruction
118651	iNSuC_v-d9Du3pbXtQfNPQ	"""Lambert Buick GMC Trucks"""		"""2409 Front St"""	Cuyahoga Falls	OH	44221	41.1400191	-81.4795709	4.5	11	1	Hotels & Travel;Car Rental;Car Dealers;Tires;Auto Repair;Automotive
118652	edy-nt0a_P518s6I5WwqUw	"""Ideal Image Cuyahoga Falls/Akron"""		"""346 Howe Avenue"""	Cuyahoga Falls	OH	44221	41.119152	-81.4796387	1.0	4	1	Laser Hair Removal;Medical Spas;Health & Medical;Beauty & Spas;Hair Removal
118660	uIBNPHjj7Wupu9tDG7lQiw	"""The National Pizza & Wing"""		"""36231 Lakeshore Blvd"""	Eastlake	OH	44095	41.6787729	-81.4268212	4.0	11	0	Pizza;Sandwiches;Restaurants;Burgers;Chicken Wings
118696	RH3WlmYmnyzutfm2nc1-Lw	"""Excalibur Auto Body"""		"""1588 Wooster Rd"""	Rocky River	OH	44116	41.481668	-81.833579	2.5	3	1	Automotive;Body Shops;Towing
118708	dmCyEuEv9GhWwqSvcTzFNA	"""Christian Brothers Automotive Avon"""		"""1110 Nagel Rd"""	Avon	OH	44011	41.474885	-81.98917	4.5	8	1	Auto Repair;Transmission Repair;Oil Change Stations;Automotive
118740	qPIgJDUf6Zh3cocMnU_9Aw	"""Toys R Us"""		"""27048 Lorain Road"""	North Olmsted	OH	44070	41.4179687	-81.9218079	4.0	4	1	Shopping;Toy Stores
118756	BMm1hvlAhqe2ac2V3bUaow	"""Tesla - Cleveland"""		"""5180 Mayfield Rd"""	Lyndhurst	OH	44124	41.5191779	-81.493795	2.5	3	1	Automotive;Car Dealers
118793	mVdAUzhLVFzLZCSUBvBqsQ	"""Big Lots - Stow"""		"""4301 Kent Rd"""	Stow	OH	44224	41.1585311	-81.4041157	4.5	3	1	Discount Store;Department Stores;Home Decor;Shopping;Furniture Stores;Fashion;Home & Garden
118814	vtvuX1ohy-gAPEe6cEBrhg	"""The Dog Squad"""		"""Acorn Aly"""	Kent	OH	44240	41.122443	-81.303102	1.5	3	1	Restaurants;American (Traditional)
118823	BV5aiE5jxaUyCbiYpUEF_w	"""Greyhound Bus Lines"""	Playhouse Square	"""1465 Chester Avenue"""	Cleveland	OH	44114	41.5034078	-81.6821896	2.0	27	1	Hotels & Travel;Transportation;Public Transportation
118824	Z11TrGmIl7YMNR5hSS9NOQ	"""The Barn"""		"""700 S Bissell Rd"""	Aurora	OH	44202	41.298356	-81.361697	3.5	7	1	Diners;Restaurants
118828	gQ7UlXeID8tAxMlxOoMI_g	"""E-Check Ohio Vehicle Emissions Testing Progr"""		"""2180 Pinnacle Pkwy"""	Twinsburg	OH	44087	41.2889992	-81.4393107	3.5	3	1	Smog Check Stations;Automotive
118830	xCK8AIaqR0Agmwi3MCeaiA	"""North Olmsted Chrysler Jeep Dodge Ram"""		"""27500 Lorain Rd"""	North Olmsted	OH	44070	41.415021	-81.9267969	4.5	13	1	Auto Parts & Supplies;Oil Change Stations;Automotive;Car Dealers;Auto Repair
118838	DtrTCViUn9uV8TtD_eyMQg	"""Ambiance - The Store For Lovers"""		"""5895 Mayfield Rd"""	Mayfield Hts.	OH	44124	41.5204776	-81.46707	3.0	4	1	Adult;Shopping;Fashion;Lingerie
118842	3fjd0XrrpxRXEgn-UJ-A-Q	"""Electronics Flip"""		"""5896 Mayfield Rd"""	Mayfield Heights	OH	44124	41.5200287608	-81.4667833596	3.5	3	1	Books;Mags;Music & Video;Shopping;Electronics;Video Game Stores;Music & DVDs
118853	cTuLcxYD-qn36g9IQBmBBA	"""Bella Nails & Spa"""		"""7431 W Ridgewood Dr"""	Parma	OH	44129	41.3834778	-81.7355004	2.0	4	1	Beauty & Spas;Nail Salons
118858	PuY09XUxfQhURBhaQNJuqw	"""McDonald's"""	Clark-Fulton	"""3211 Clark Ave"""	Cleveland	OH	44109	41.4695195	-81.7048833	2.5	6	1	Restaurants;Fast Food;Burgers
118874	fZU9ZoMmuzO-b5071LvrWg	"""Craft Beer Bar"""		"""1846 Front St, Ste G"""	Cuyahoga Falls	OH	44221	41.1308191	-81.4837896	4.0	92	1	Bars;Food;Beer;Wine & Spirits;Restaurants;Beer Bar;Nightlife;American (New);Pubs
118921	iGJFu5WofKIGD9nRj1-zRQ	"""Heinen's Grocery Store"""		"""19219 Detroit Rd"""	Rocky River	OH	44116	41.482249	-81.834717	4.0	56	1	Specialty Food;Meat Shops;Grocery;Food
118965	KOWUuSQ4qhJWsXRRhhC55A	"""DSW Designer Shoe Warehouse"""		"""4039 Richmond Rd"""	Warrensville Heights	OH	44122	41.4469918	-81.494002	4.0	12	1	Shopping;Fashion;Department Stores;Shoe Stores
118983	Wny-OE6FTGptv7aUzNIbcg	"""Four Paws & Claws Grooming Salon"""	Old Brooklyn	"""4256 Fulton Rd"""	Cleveland	OH	44144	41.4411246	-81.7233485	3.5	3	1	Pet Groomers;Pet Services;Pets
119045	tvUGZRnbtgjwZimkiq3eGA	"""Subway"""	Cudell	"""10616 Lorain Ave"""	Cleveland	OH	44111	41.4653722	-81.7602261	2.0	3	1	Sandwiches;Restaurants;Fast Food
119062	L8nTmBNH6gAzKJ0D4YVyng	"""Enterprise Car Sales"""		"""19500 Rockside Rd"""	Bedford	OH	44146	41.409159	-81.541997	4.0	3	1	Hotels & Travel;Car Rental;Car Dealers;Automotive
119090	-sggCnPbOP_EEcXisflQuA	"""Subway"""		"""14364 Pearl Rd"""	Strongsville	OH	44136	41.310423	-81.8352219	3.0	3	0	Sandwiches;Restaurants;Fast Food
119100	dN2y_stPXdw1u0io64fc0w	"""Zig's Pub & Grill."""		"""3415 Brookpark Rd"""	Cleveland	OH	44134	41.4186679	-81.709005	3.0	10	1	Restaurants;American (New)
119101	T6kI7rb2pAlla1UZkVFuwA	"""Penzeys Spices"""	Ohio City	"""2012 W 25th St"""	Cleveland	OH	44113	41.4838276	-81.7034859	4.5	27	1	Specialty Food;Do-It-Yourself Food;Food;Herbs & Spices
119109	VbRhikPI-Mmweau5WBv5CQ	"""Spirit Airlines"""	Riverside	"""5300 Riverside Dr"""	Cleveland	OH	44135	41.4006391	-81.8551153	1.5	53	1	Airports;Airlines;Transportation;Hotels & Travel
119111	wrMjAP0-XorrlbrqIb7XYA	"""Brew Co Parma"""		"""5513 Pearl Rd"""	Parma	OH	44129	41.4126922	-81.7349257	2.5	13	0	Breweries;Food;Bars;Nightlife;Sports Bars
119114	jAjJ0ESnlDzIk7-KJPQKyQ	"""The City Diner"""	Old Brooklyn	"""5109 Memphis Ave"""	Cleveland	OH	44144	41.4396198778	-81.7215600237	4.0	32	1	American (Traditional);Diners;Restaurants
119160	g_MhMnvO2jQ8I5b4DCpQbQ	"""Stinger Harley-Davidson"""		"""3053 Eastpointe Dr"""	Medina	OH	44256	41.1388404	-81.7966518	4.0	7	1	Auto Parts & Supplies;Motorcycle Repair;Automotive;Motorcycle Dealers
119197	LPf8vyWQFBIjHUbwNTAadQ	"""Preet Beauty Salon"""		"""5663 Turney Rd"""	Garfield Heights	OH	44125	41.4091496	-81.6002621	4.5	13	1	Beauty & Spas;Hair Salons;Nail Salons
119225	t2O4Qx74U_IfBzDHJzvUCA	"""Urban Farmer"""	Civic Center	"""1325 E 6th St"""	Cleveland	OH	44114	41.5036701	-81.691598	4.0	380	1	American (Traditional);Restaurants;Steakhouses;American (New)
119232	fYfxcZndgGPuQuElWkBSgA	"""The Millard Fillmore Presidential Library"""	North Collinwood	"""15617 Waterloo Rd"""	Cleveland	OH	44110	41.5709202	-81.5718336	4.0	11	1	Nightlife;Bars
119239	Rih4ADNS9kZXZS5C6Zqo8Q	"""Domino's Pizza"""		"""4701 E Royalton Rd"""	Broadview Heights	OH	44147	41.31579	-81.652973	1.5	3	0	Restaurants;Pizza
119252	sJ0EK29O_CxAdbDqn5b2zA	"""Head Quarters Salon and Spa"""		"""189 Main St"""	Westlake	OH	44145	41.4587103	-81.9516274	4.0	16	1	Hair Salons;Beauty & Spas
119314	94bJeFgj0w1Y-PexwSJOHg	"""East of Chicago Pizza"""		"""8924 Brecksville Rd"""	Brecksville	OH	44141	41.3193367	-81.6271983	3.5	10	1	Restaurants;Pizza
119327	p_XtUcAqmafmdz094MBepA	"""Sands Company Jewelers"""		"""26000 Chardon Rd"""	Richmond Heights	OH	44143	41.575061	-81.495959	5.0	4	1	Jewelry;Shopping
119339	0gL8wMw_fNaWvNIvBnBfiw	"""Murphy's Law"""	Old Brooklyn	"""5303 Memphis Ave"""	Cleveland	OH	44144	41.4396585	-81.7227096	3.5	11	1	Irish Pub;Dive Bars;Nightlife;Bars
119352	mPE9wIM9fXWU9IqJk_ueYA	"""Firefly Hookah Bar"""		"""124 S Water St"""	Kent	OH	44240	41.1533076	-81.3585679	3.0	13	1	Nightlife;Hookah Bars;Bars
119370	DBGf3gaJ30ObzQ5fo1SSLg	"""Battery Park Wine Bar"""	Detroit-Shoreway	"""7524 Father Frascati"""	Cleveland	OH	44102	41.48711	-81.7367099	3.5	36	0	Restaurants;Wine Bars;Bars;Nightlife;Tapas/Small Plates
119408	6DTnlAb9StdMkkE-uvSZ1w	"""Irie Patties - Caribbean Street Food"""		"""691 Richmond Rd"""	Richmond Heights	OH	44143	41.541804	-81.492915	4.0	26	0	Specialty Food;Caribbean;Food Court;Restaurants;Ethnic Food;Food
119427	tNWsJ4kQ_SAPGayTkrulbw	"""Best Pizza & Sandwiches"""		"""37812 Vine St"""	Willoughby	OH	44094	41.642125	-81.411315	4.0	4	1	Chicken Wings;Pizza;Wraps;Sandwiches;Restaurants;Food;Food Delivery Services
119437	qeJ8OUASkd0KQ1oEN3P--w	"""The Dog House"""		"""2767 Euclid Heights Blvd"""	Cleveland	OH	44118	41.5081911492	-81.5807058048	4.0	10	0	Restaurants;Food;Hot Dogs
119438	OBESV_Srpt8cWupFrTne1A	"""Kdk Auto Brokers"""		"""1633 Pearl Rd"""	Brunswick	OH	44212	41.2304439	-81.8406978	2.0	9	1	Car Dealers;Automotive;Car Brokers
119448	PyLnx5fym__aLJalMnTZgg	"""Entenmann's Bakery"""		"""5702 Mayfield Rd"""	Cleveland	OH	44124	41.5198207	-81.4737182	4.0	8	1	Food;Bakeries
119463	z2-Lr0Oe3EcI4e30CQgJiQ	"""St John West Shore Hospital"""		"""29000 Center Ridge Rd Frnt"""	Westlake	OH	44145	41.4553232	-81.9179173	1.5	6	1	Doctors;Health & Medical;Hospitals
119487	_rFhH-eSg6heHC9m0t-cBg	"""Characters Sports Bar and Grill"""		"""6007 Brookpark Rd"""	Cleveland	OH	44129	41.4184626	-81.7269014	4.0	21	1	Sports Bars;American (Traditional);Bars;Burgers;Restaurants;Nightlife
119489	CJwLaiMZKkbPKyR9kx3cvw	"""Swagger Tavern"""	Old Brooklyn	"""4301 State Rd"""	Cleveland	OH	44109	41.4372029382	-81.7068859935	3.0	4	1	Nightlife;Bars
119509	pxlyZBLh0NhfLhMU7-hrlg	"""Mexico Viejo"""		"""500 W Aurora Rd, Ste 205"""	Northfield	OH	44067	41.3143439	-81.5581906	4.0	4	0	Spanish;Mexican;Restaurants;Nightlife;Bars
119527	VMv3aF0VwcsTAEyPAkiAfA	"""Beyond Hair Studio"""		"""7425 York Rd"""	Parma	OH	44130	41.3633332	-81.7592116	3.5	8	1	Beauty & Spas;Hair Salons
119540	KJuWKVel8fO37UTtXkpZ_w	"""The Clubhouse"""		"""6365 Pearl Rd"""	Cleveland	OH	44130	41.3869601	-81.7663789	3.5	28	1	Modern European;Salad;Nightlife;Bars;Pubs;Restaurants;Lounges
119546	DVgtAtLnvH1pmoyHU5XD6w	"""NTB - National Tire & Battery"""		"""6100 Brecksville Rd"""	Independence	OH	44131	41.3965644836	-81.6398010254	3.0	4	1	Gas Stations;Shopping;Battery Stores;Tires;Auto Parts & Supplies;Auto Repair;Automotive;Oil Change Stations
119560	8_9NeKvvJVaDZyhwchKM-w	"""Robeks Fruit Smoothies & Healthy Eats"""		"""30319 Detroit Rd"""	Westlake	OH	44145	41.4618524	-81.9556256	4.0	10	1	Food;Juice Bars & Smoothies
119576	HBWTzvOFFTEYWNzuGelMLQ	"""Subway"""		"""12786 Royalton Rd"""	North Royalton	OH	44133	41.3151867	-81.7837419	1.0	3	1	Sandwiches;Restaurants;Fast Food
119578	xTf9XC5JG4Al7f9mP5tpsg	"""Burger King"""		"""14 Pearl Rd"""	Brunswick	OH	44212	41.2751833	-81.8367081	2.5	3	1	Restaurants
119592	75jt6HiYR9FvH0xLxin5mQ	"""Nina Michelle Salon"""		"""9224 Darrow Rd, Ste V"""	Twinsburg	OH	44087	41.3174028	-81.4407364	4.5	7	1	Waxing;Nail Salons;Shopping;Hair Removal;Beauty & Spas;Hair Salons;Cosmetics & Beauty Supply
119593	NWG_ZlBCGlmHEm_NA4pvWg	"""Freddie's Southern Style Rib House"""		"""5361 Mayfield Rd"""	Lyndhurst	OH	44124	41.520291	-81.486309	4.0	12	0	Restaurants;Southern;Barbeque
119604	CHFw_V836nIKpWtqMP4E5g	"""El Patron Mexican Grill & Cantina"""		"""301 Ctr St"""	Chardon	OH	44024	41.5830689	-81.2134157	3.5	49	1	Restaurants;Mexican
119623	jAlf_jDrOy-PulkuQo7GoQ	"""E & M Hvac"""	Stockyards	"""5501 Clark Ave"""	Cleveland	OH	44102	41.469659464	-81.7240891699	5.0	3	1	Home Services;Heating & Air Conditioning/HVAC;Contractors
119631	a1uoERTwwlf6yTAWaSUakA	"""Fracas Restaurant"""		"""2781 Euclid Heights Blvd"""	Cleveland	OH	44118	41.5080553	-81.580663	3.0	12	0	Nightlife;Bars;Gastropubs;American (New);Restaurants
119671	I3O8SVX55w_yiHlx8wYKCw	"""Streetsboro / Cleveland SE KOA"""		"""187 State Route 303"""	Streetsboro	OH	44241	41.2397855	-81.3874291	3.0	14	1	Hotels & Travel;RV Parks;Campgrounds
119759	IiP2c01J0VtHVYjTqVGuag	"""Beachwood Plastic Surgery and Medical Spa"""		"""3618 Park E Dr"""	Beachwood	OH	44122	41.4622968	-81.4941833	3.5	3	1	Plastic Surgeons;Doctors;Medical Spas;Health & Medical;Beauty & Spas;Cosmetic Surgeons
119763	ITde2CeOZ6fUG9h3xb-Nag	"""Ratatouille Restaurante"""		"""3365 Richmond Rd, Ste 130"""	Beachwood	OH	44122	41.4657925	-81.4957321	3.5	40	0	Nightlife;Italian;Piano Bars;Restaurants;French
119764	qCljcbAEvp-y-wXTjsUrpw	"""LensCrafters"""		"""26300 Cedar Rd, Spc 2002"""	Beachwood	OH	44122	41.498053	-81.495553	3.5	13	1	Optometrists;Doctors;Eyewear & Opticians;Health & Medical;Shopping;Ophthalmologists
119771	v8ShXph_wz9EzYCUSl3cJg	"""Guy's Pizza Co."""		"""9828 Valley View Rd"""	Macedonia	OH	44056	41.3128452	-81.5080881	2.0	4	0	Restaurants;Pizza
119791	CambtZldrjMLJhiaTzWYQg	"""Cain Park Bicycle"""		"""1904 Lee Rd"""	Cleveland Heights	OH	44118	41.5077393	-81.5657242	4.5	15	1	Bike Repair/Maintenance;Bikes;Shopping;Local Services;Sporting Goods
119817	ej4WavW0UiFhDr9Xlks6ow	"""Lovely Nails"""		"""33697 Aurora Rd"""	Solon	OH	44139	41.385421	-81.439076	3.0	8	1	Nail Salons;Beauty & Spas
119818	T-lO5VHHDFhjh7c-zLe4Og	"""Jim's Open Kitchen"""		"""33779 Aurora Rd"""	Solon	OH	44139	41.3851742	-81.4386466	4.0	62	1	American (Traditional);Restaurants
119820	Jz_FGyOwwG9V5vWvlcZUlw	"""The Doghouse"""		"""14877 Detroit Ave"""	Lakewood	OH	44107	41.484644	-81.8011269	4.5	8	0	Restaurants;Hot Dogs
119833	PNdjgI6mZYXKCTBKiVQMRg	"""Mark Pi's"""	The Flats	"""520 Westgate"""	Cleveland	OH	44126	41.494968	-81.7013501	2.0	5	1	Restaurants;Chinese
119838	0182JFv2D8SSB5lQjcocdg	"""Pride of Erin"""	Jefferson	"""12228 Lorain Ave"""	Cleveland	OH	44111	41.460713	-81.773434	4.0	5	1	Bars;Nightlife
119839	RFkg45aHFUket-8d2nBsUA	"""Cleveland Health & Athletic Club - HFC at One Cleveland Center"""	Civic Center	"""1375 E 9th St"""	Cleveland	OH	44114	41.503761	-81.689168	3.5	3	0	Active Life;Gyms;Fitness & Instruction
119848	1KRnx1P4gYlkpmezGTERaA	"""Touch Supper Club"""	Ohio City	"""2710 Lorain Ave"""	Cleveland	OH	44113	41.4836497	-81.7051201	3.5	103	1	Breakfast & Brunch;Bars;Pizza;Restaurants;Lounges;American (New);Nightlife
119849	binymvD2QxETihoAmHOMSQ	"""Austin's Smokin' Steakhouse"""		"""6535 Wilson Mills Rd"""	Cleveland	OH	44143	41.5391843	-81.4427789	3.0	46	1	Restaurants;Steakhouses
119859	TWrjQ4Ulr6NSwiGOaGzFrQ	"""Panini's Bar & Grill"""		"""1078 Old River Rd"""	Cleveland	OH	44113	41.499385	-81.7060027	3.5	4	0	American (Traditional);Restaurants
119871	vqk7CRSJd1clrLwu8i_4iA	"""Cheeky Beauty Boutique"""		"""3141 Westgate Dr, Ste 19, Salon Lofts - Westgate Shopping Center"""	Fairview Park	OH	44126	41.4608882	-81.8500253	5.0	7	1	Beauty & Spas;Skin Care;Eyelash Service;Waxing;Makeup Artists;Hair Removal
119882	ULp2Zg19WPCOZK3JBwLC9Q	"""Fred-Vincent Volkswagen"""		"""28400 Chardon Rd"""	Willoughby Hills	OH	44092	41.5829748	-81.4814507	3.0	5	1	Automotive;Car Rental;Auto Repair;Hotels & Travel;Car Dealers
119884	_dbZbq4pqg9r2rMyp9NVbg	"""The Confectionary Cupboard"""		"""7300 Center St"""	Mentor	OH	44060	41.6719647	-81.340127	3.5	14	1	Bakeries;Food
119903	ULGotJu_NkKFBIpsoA_SUA	"""Taco Bell"""		"""62 Tallmadge Circle"""	Tallmadge	OH	44278	41.1019011685	-81.4396690336	2.0	4	1	Fast Food;Tex-Mex;Restaurants;Mexican
119904	2oFWT9COT66ZtdEucB3AKA	"""Igloo Frozen Yogurt"""		"""12 Tallmadge Cir"""	Tallmadge	OH	44278	41.1008704	-81.4413588	4.0	5	1	Ice Cream & Frozen Yogurt;Food
119932	hPZfXVOCR-Ir1IbyG-jqBA	"""Gravity Hair Salon And Spa"""		"""100 N Main St"""	Chagrin Falls	OH	44022	41.4326109	-81.3923679	5.0	4	1	Beauty & Spas;Hair Salons
119951	ExO86wC14PvORSSh5ND77A	"""Frank Clarke Agency"""		"""25070 Royalton Rd"""	Columbia Station	OH	44028	41.312958	-81.9170029	3.5	3	1	Financial Services;Life Insurance;Auto Insurance;Insurance
119963	3JIrM5qNNOkBof8wjfmaTA	"""Conrad's Tire Express & Total Car Care"""		"""123 North St Clair St"""	Painesville	OH	44077	41.7272076	-81.2443064	2.5	3	1	Oil Change Stations;Automotive;Tires;Auto Repair
119972	kts54mVKhgMvU_qDsXCCpw	"""Vicki's Diner & Deli"""		"""26105 Center Ridge Rd"""	Westlake	OH	44145	41.4532682	-81.9096407	2.5	5	1	Diners;Restaurants;Breakfast & Brunch;Delis
119977	q7Q8hJnCwtb_p98go3d0kw	"""J C Penny Portrait Studio"""		"""7900 Day Dr"""	Parma	OH	44129	41.3823173	-81.7399103	4.5	3	1	Pet Services;Pets;Event Photography;Event Planning & Services;Session Photography;Photographers;Pet Photography
119984	ouQyn6uI8Ng50XvNsXhIlQ	"""Marble Builder Direct"""	Old Brooklyn	"""4100 Brookpark Rd"""	Cleveland	OH	44134	41.4192152	-81.7135177	2.5	3	1	Home Services;Countertop Installation
119985	wKmBynAw25cTV89KcxSu9Q	"""Waffle House"""		"""36333 Vine St"""	Willoughby	OH	44094	41.642843	-81.4296767	3.5	15	1	Diners;American (Traditional);Breakfast & Brunch;Restaurants;American (New)
119990	5wR7vDG6u7NmWu2zOI2DCQ	"""Grand Pacific Chapel"""		"""7970 Columbia Rd"""	Olmsted Falls	OH	44138	41.3761873	-81.9016586	4.5	3	1	Wedding Chapels;Venues & Event Spaces;Event Planning & Services
119992	GYXqt21WRU9-vuVF-75YSw	"""Supersonic Car Wash"""		"""2720 2nd St"""	Cuyahoga Falls	OH	44221	41.1467638	-81.4745224	3.0	6	1	Auto Repair;Car Wash;Automotive;Auto Detailing
120055	FK9cF9H9pQs2WEBr0sqXoA	"""US Post Office"""		"""6200 Biddulph Rd"""	Brooklyn	OH	44144	41.430766	-81.7299929	1.5	5	1	Post Offices;Public Services & Government
120066	ugPCIr4fZXtuHbC6xNctaA	"""Mom's Family Restaurant"""	Detroit-Shoreway	"""6512 Clark Ave"""	Cleveland	OH	44102	41.4698178	-81.7305981	4.0	13	1	American (New);Breakfast & Brunch;Restaurants;American (Traditional);Soup
120067	orRH-x9MyyH6UXzpa2CwNw	"""Santiago Auto Care"""	Detroit-Shoreway	"""4705 Bridge Ave"""	Cleveland	OH	44102	41.4804732	-81.7192308	5.0	3	1	Auto Repair;Automotive;Auto Detailing;Oil Change Stations;Car Wash;Car Stereo Installation
120077	4w3CXzYFboPjsjDHIXyVLg	"""Chipotle Mexican Grill"""		"""8195 Golden Link Blvd"""	Macedonia	OH	44067	41.3125078	-81.5230643	2.0	36	1	Fast Food;Mexican;Restaurants
120108	9TvAsXDbpqtK2re5PzrUlg	"""Guys Pizza Co"""		"""859 E 222nd St"""	Euclid	OH	44123	41.5909575	-81.526749	2.0	7	1	Restaurants;Chicken Wings;Burgers;Pizza
120126	uGTfHPZBTueyY4oeeBVFGw	"""West Geauga Veterinary Hospital"""		"""12498 Chillicothe Rd"""	Chesterland	OH	44026	41.5292257	-81.3383615	5.0	5	1	Pet Services;Pets;Pet Sitting;Pet Groomers;Veterinarians
120139	gtSW-xt-csn6XFMC-Dwoqw	"""The Stone Oven Bakery and Cafe"""	Civic Center	"""1301 E 9th St, Ste 1200"""	Cleveland	OH	44114	41.5048384	-81.6895029	3.5	7	1	Bakeries;Food
120140	DfEKJFHTeOyk0oT70gzz8A	"""Nordstrom Rack"""		"""25149 Cedar Rd"""	Lyndhurst	OH	44124	41.5029119546	-81.4989398209	3.5	28	1	Shopping;Fashion;Shoe Stores;Department Stores;Women's Clothing
120150	ylOdkWCjY5csIZJzJEb-zQ	"""Edible Arrangements"""		"""9224 Darrow Rd"""	Twinsburg	OH	44087	41.3174028	-81.4407364	3.0	10	1	Food;Florists;Shopping;Specialty Food;Gift Shops;Chocolatiers & Shops;Flowers & Gifts
120156	kLI3HeuAt1DSvTx8q9TZcg	"""Wired Right"""		"""22350 Lorain Rd"""	Cleveland	OH	44126	41.440668	-81.867807	5.0	5	1	Car Stereo Installation;Auto Customization;Auto Repair;Automotive
120184	iVyFwsOt8v7_PI_PHE4EPw	"""Hilton Akron Fairlawn"""		"""3180 W Market St"""	Fairlawn	OH	44333	41.130488	-81.616445	3.5	30	1	Hotels & Travel;Hotels;Event Planning & Services;Venues & Event Spaces
120214	kGhz6sNBmiPScfL0kv3pBw	"""T-Jay's Service"""		"""200 Broadway Ave"""	Bedford	OH	44146	41.4006347656	-81.5503616333	5.0	3	1	Automotive;Body Shops;Auto Repair
120242	PLx3BxX9Ok6UYCJJ2OVLEA	"""Henry's Bar & Grill"""		"""5105 Engle Rd"""	Brook Park	OH	44142	41.4173434	-81.8189678	3.5	4	1	Restaurants;Bars;Nightlife;Dive Bars
120288	dOIUk3wm8LU8-FUpCKa1eg	"""Karl's Inn Of The Barristers"""	Warehouse District	"""1264 W 3rd St"""	Cleveland	OH	44113	41.501035	-81.698106	3.5	41	1	Sandwiches;Pubs;Nightlife;American (New);Restaurants;Bars
120302	G2GrFDcnwQem58AaXUiL5Q	"""Duffy's Flowers & Plants"""		"""33551 Aurora Rd"""	Solon	OH	44139	41.3859697	-81.4395572	3.0	8	1	Home & Garden;Nurseries & Gardening;Shopping;Florists;Flowers & Gifts
120304	emB4p6-ICnelP8lR-5Y8XQ	"""Pearl-Brookpark Car Wash"""	Old Brooklyn	"""5133 Pearl Rd"""	Cleveland	OH	44129	41.4196506	-81.7261474	4.0	6	1	Automotive;Car Wash
